id,commence_time,home_team,away_team,outcome_name,odds,imp_probability,true_probability
75716a60d8a6b0bc1ec7000b306088ca,2024-04-24 22:50:00+00:00,Tampa Bay Rays,Detroit Tigers,Detroit Tigers,200.0, 0.33%, 0.32%
75716a60d8a6b0bc1ec7000b306088ca,2024-04-24 22:50:00+00:00,Tampa Bay Rays,Detroit Tigers,Tampa Bay Rays,-260.0, 0.72%, 0.68%
8891fb64b5e266165952b26aac1448a7,2024-04-25 18:10:00+00:00,Kansas City Royals,Toronto Blue Jays,Kansas City Royals,-120.0, 0.55%, 0.52%
8891fb64b5e266165952b26aac1448a7,2024-04-25 18:10:00+00:00,Kansas City Royals,Toronto Blue Jays,Toronto Blue Jays,100.0, 0.50%, 0.48%
94bb3d077181eb09ec854677194c6385,2024-04-25 16:35:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers,-120.0, 0.55%, 0.52%
94bb3d077181eb09ec854677194c6385,2024-04-25 16:35:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh Pirates,100.0, 0.50%, 0.48%
955265e9b574ef00ca2b96ad7fd3c068,2024-04-24 22:45:00+00:00,Washington Nationals,Los Angeles Dodgers,Los Angeles Dodgers,-2000.0, 0.95%, 0.90%
955265e9b574ef00ca2b96ad7fd3c068,2024-04-24 22:45:00+00:00,Washington Nationals,Los Angeles Dodgers,Washington Nationals,850.0, 0.11%, 0.10%
9949953e7b96db373915f1d572f9fdb5,2024-04-25 23:05:00+00:00,New York Yankees,Oakland Athletics,New York Yankees,-260.0, 0.72%, 0.68%
9949953e7b96db373915f1d572f9fdb5,2024-04-25 23:05:00+00:00,New York Yankees,Oakland Athletics,Oakland Athletics,200.0, 0.33%, 0.32%
a5770834c6b12d1b8b35f4a0ebca443e,2024-04-24 23:40:00+00:00,Minnesota Twins,Chicago White Sox,Chicago White Sox,500.0, 0.17%, 0.16%
a5770834c6b12d1b8b35f4a0ebca443e,2024-04-24 23:40:00+00:00,Minnesota Twins,Chicago White Sox,Minnesota Twins,-750.0, 0.88%, 0.84%
e07f81447ec2e4946484cef60bf04adf,2024-04-25 20:05:00+00:00,Washington Nationals,Los Angeles Dodgers,Los Angeles Dodgers,-200.0, 0.67%, 0.63%
e07f81447ec2e4946484cef60bf04adf,2024-04-25 20:05:00+00:00,Washington Nationals,Los Angeles Dodgers,Washington Nationals,160.0, 0.38%, 0.37%
f8e75aa70028f3304125629a4fae65c8,2024-04-24 23:05:00+00:00,New York Yankees,Oakland Athletics,New York Yankees,-1300.0, 0.93%, 0.87%
f8e75aa70028f3304125629a4fae65c8,2024-04-24 23:05:00+00:00,New York Yankees,Oakland Athletics,Oakland Athletics,650.0, 0.13%, 0.13%
f96bc60ae496416337737b2f0a48528f,2024-04-24 23:20:00+00:00,Atlanta Braves,Miami Marlins,Atlanta Braves,-1600.0, 0.94%, 0.89%
f96bc60ae496416337737b2f0a48528f,2024-04-24 23:20:00+00:00,Atlanta Braves,Miami Marlins,Miami Marlins,800.0, 0.11%, 0.11%
